#no	Lineage_Name	Alt_Lineage_Name	parasiteGenus	order	family	genus	species	subspecies	Host_Status	Host_Age	Host_Environment	continent	country	region	site	coordinates	found	tested	Reference_Name	comment
8201	PAPOL01	PAPOL01	Haemoproteus	Caprimulgiformes	Caprimulgidae	Nyctidromus	Nyctidromus albicollis	 	 	 	Wild	South America	Brazil	 	Salto da Divisa	-15°59.00000', -039°57.00000'	1	 	Lacorte et al 2013	 
8202	PAPOL01	PAPOL01	Haemoproteus	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus polychopterus	 	 	 	Wild	South America	Brazil	 	Salto da Divisa	-15°59.00000', -039°57.00000'	1	 	Lacorte et al 2013	 
8203	PAPOL01	PAPOL01	Haemoproteus	Passeriformes	Fringillidae	Paroaria	Paroaria dominicana	 	 	 	Wild	South America	Brazil	 	Salto da Divisa	-15°59.00000', -039°57.00000'	1	 	Lacorte et al 2013	 
8204	PAPOL01	 	Haemoproteus	Trochiliformes	Trochilidae	Coeligena	Coeligena iris	 	Resident	Unknown	Wild	South America	Ecuador	 	Podocarpus NP	-04°14.06700', -079°10.39900'	1	27	Moens et al 2016	Numbers positive by microscopy: 0
8205	PAPOL01	 	Haemoproteus	Passeriformes	Parulidae	Basileuterus	Basileuterus trifasciatus	 	Resident	Unknown	Wild	South America	Ecuador	 	Podocarpus NP	-04°14.06700', -079°10.39900'	1	16	Moens et al 2016	Numbers positive by microscopy: 0
8206	PAPOL01	 	Haemoproteus	Passeriformes	Parulidae	Myiothlypis	Myiothlypis fraseri	 	Resident	Unknown	Wild	South America	Ecuador	 	Podocarpus NP	-04°14.06700', -079°10.39900'	1	13	Moens et al 2016	Numbers positive by microscopy: 0
8207	PAPOL01	 	Haemoproteus	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus albogriseus	 	Resident	Unknown	Wild	South America	Ecuador	 	Podocarpus NP	-04°14.06700', -079°10.39900'	2	3	Moens et al 2016	Numbers positive by microscopy: 1
8208	PAPOL01	 	Haemoproteus	Passeriformes	Tyrannidae	Tyrannus	Tyrannus melancholicus	 	Resident	Unknown	Wild	South America	Ecuador	 	Podocarpus NP	-04°14.06700', -079°10.39900'	1	4	Moens et al 2016	Numbers positive by microscopy: 0
8209	PAPOL01	 	Haemoproteus	Passeriformes	Icteridae	Cacicus	Cacicus uropygialis	 	Unknown	Unknown	Wild	South America	Peru	 	Community_4	-06°06.40999', -078°20.49499'	2	5	McNew et al 2021	Precise locality information as well as age/sex for individual hosts is available in supplemental datasets for McNew et al. 2021
8210	PAPOL01	 	Haemoproteus	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus albogriseus	 	Unknown	Unknown	Wild	South America	Peru	 	Community_4	-06°06.40999', -078°20.49499'	1	1	McNew et al 2021	Precise locality information as well as age/sex for individual hosts is available in supplemental datasets for McNew et al. 2021
8211	PAPOL01	 	Haemoproteus	Trochiliformes	Trochilidae	Phaethornis	Phaethornis syrmatophorus	 	Unknown	Unknown	Wild	South America	Peru	 	Community_4	-06°06.40999', -078°20.49499'	2	9	McNew et al 2021	Precise locality information as well as age/sex for individual hosts is available in supplemental datasets for McNew et al. 2021
8212	PAPOL02	PAPOL02	Haemoproteus	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus polychopterus	 	 	 	Wild	South America	Brazil	 	Salto da Divisa	-15°59.00000', -039°57.00000'	1	 	Lacorte et al 2013	 
8213	PAPOL02	 	Haemoproteus	Passeriformes	Tyrannidae	Cnemotriccus	Cnemotriccus fuscatus	 	Resident	Adult	Wild	South America	Brazil	 	Mata Seca State Park	-14°50.91100', 043°59.29800'	1	10	Ferreira et al 2017	 
8214	PAPOL03	PAPOL03	Haemoproteus	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus polychopterus	 	 	 	Wild	South America	Brazil	 	Salto da Divisa	-15°59.00000', -039°57.00000'	1	 	Lacorte et al 2013	 
8215	PAPOL03	PAPOL03	Haemoproteus	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus polychopterus	 	 	 	Wild	South America	Brazil	 	Manga	-14°44.00000', -043°51.00000'	2	 	Lacorte et al 2013	 
8216	PAPOL03	 	Haemoproteus	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus polychopterus	 	Resident	Unknown	Wild	South America	Brazil	 	Aiuaba	-06°36.00000', -040°07.00000'	 	 	Fecchio et al 2017a	 
8217	PAPOL03	 	Haemoproteus	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus marginatus	 	Resident	Unknown	Wild	South America	Brazil	 	Cerrado	-15°32.00000', -047°33.00000'	 	 	Fecchio et al 2017a	 
8218	PAPOL03	 	Haemoproteus	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus polychopterus	 	Resident	Adult	Wild	South America	Brazil	 	Serido	-06°34.00000', -037°16.00000'	1	 	Fecchio et al 2019a	 
8219	PAPOL04	PAPOL04	Haemoproteus	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus polychopterus	 	 	 	Wild	South America	Brazil	 	Salto da Divisa	-15°59.00000', -039°57.00000'	1	 	Lacorte et al 2013	 
8220	PAPOL05	PAPOL05	Plasmodium	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus polychopterus	 	 	 	Wild	South America	Brazil	 	Salto da Divisa	-15°59.00000', -039°57.00000'	1	 	Lacorte et al 2013	 
8221	PAPOL06	PAPOL06	Plasmodium	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus polychopterus	 	 	 	Wild	South America	Brazil	 	Brasilandia de Minas	-17°01.00000', -045°54.00000'	1	 	Lacorte et al 2013	 
8222	PARCAP01	 	Plasmodium	Passeriformes	Fringillidae	Paroaria	Paroaria capitata	 	Resident	Unknown	Wild	South America	Brazil	 	Pantanal1	-19°34.00000', -057°01.00000'	 	 	Fecchio et al 2017a	 
8223	PARCAP02	 	Haemoproteus	Passeriformes	Fringillidae	Paroaria	Paroaria capitata	 	Resident	Unknown	Wild	South America	Brazil	 	Pantanal2	-16°28.00000', -058°08.00000'	 	 	Fecchio et al 2017a	 
8224	PARCAP03	 	Plasmodium	Passeriformes	Fringillidae	Paroaria	Paroaria capitata	 	Resident	Unknown	Wild	South America	Brazil	 	Pantanal1	-19°34.00000', -057°01.00000'	 	 	Fecchio et al 2017a	 
8225	PARCAP04	 	Plasmodium	Passeriformes	Fringillidae	Paroaria	Paroaria capitata	 	Resident	Unknown	Wild	South America	Brazil	 	Pantanal1	-19°34.00000', -057°01.00000'	 	 	Fecchio et al 2017a	 
8226	PARCAP05	 	Plasmodium	Passeriformes	Fringillidae	Paroaria	Paroaria capitata	 	Resident	Unknown	Wild	South America	Brazil	 	Pantanal1	-19°34.00000', -057°01.00000'	 	 	Fecchio et al 2017a	 
8227	PARCAP06	 	Plasmodium	Passeriformes	Fringillidae	Paroaria	Paroaria capitata	 	Resident	Unknown	Wild	South America	Brazil	 	Pantanal1	-19°34.00000', -057°01.00000'	 	 	Fecchio et al 2017a	 
8228	PARCAP07	 	Plasmodium	Passeriformes	Fringillidae	Paroaria	Paroaria capitata	 	Resident	Unknown	Wild	South America	Brazil	 	Pantanal1	-19°34.00000', -057°01.00000'	 	 	Fecchio et al 2017a	 
8229	PARCAP08	 	Plasmodium	Passeriformes	Fringillidae	Paroaria	Paroaria capitata	 	Resident	Unknown	Wild	South America	Brazil	 	Pantanal1	-19°34.00000', -057°01.00000'	 	 	Fecchio et al 2017a	 
8230	PARCAP09	 	Plasmodium	Passeriformes	Fringillidae	Paroaria	Paroaria capitata	 	Resident	Unknown	Wild	South America	Brazil	 	Pantanal1	-19°34.00000', -057°01.00000'	 	 	Fecchio et al 2017a	 
8231	PARCAP09	 	Plasmodium	Passeriformes	Fringillidae	Habia	Habia rubica	 	Resident	Unknown	Wild	South America	Peru	 	CICRA	-12°34.00000', -070°05.00000'	 	 	Fecchio et al 2017a	 
8232	PARCON01	 	Plasmodium	Passeriformes	Fringillidae	Paroaria	Paroaria coronata	 	Resident	Unknown	Wild	South America	Brazil	 	Pantanal1	-19°34.00000', -057°01.00000'	 	 	Fecchio et al 2017a	 
8233	PARGUL01	47	Haemoproteus	Passeriformes	Fringillidae	Paroaria	Paroaria gularis	 	 	 	Wild	South America	Guyana	 	 	 	 	 	Durrant et al 2006	 
8234	PARMIN01	 	Leucocytozoon	Passeriformes	Paridae	Parus	Parus minor	 	Resident	Unknown	Captivity	Asia	Japan	 	Kanagawa Prefecture Natural Conservation Center	35°26.50400’, 139°17.66400’	1	14	Inumaru et al 2017	injured and rescued wild birds
8235	PARNOV01	 	Leucocytozoon	Passeriformes	Parulidae	Seiurus	Seiurus noveboracensis	 	Migratory	Adult	Wild	North America	United States	Alaska	Elliott Highway Mile 99	65°17.33940', -149°17.44980'	1	1	Galen et al 2018	 
8236	PARPAL01	 	Plasmodium	Passeriformes	Paridae	Parus	Parus palustris	 	Resident	Juvenile	Wild	Europe	Sweden	Skane Lan	Krankesjön	55°41.00000', 013°26.00000'	1	39	Ellis et al 2020	 
8237	PARPUN01	LIN3	Haemoproteus	Passeriformes	Climacteridae	Climacteris	Climacteris picumnus	 	Resident	Unknown	Wild	Oceania	Australia	Victoria	 	 	7	623	Balasubramaniam et al 2013	 
8238	PARPUN01	LIN3	Haemoproteus	Passeriformes	Pardalotidae	Pardalotus	Pardalotus punctatus	 	Resident	Unknown	Wild	Oceania	Australia	Victoria	 	 	2	96	Balasubramaniam et al 2013	 
8239	PARPUN01	 	Haemoproteus	Passeriformes	Maluridae	Malurus	Malurus melanocephalus	 	Resident	Adult	Wild	Oceania	Australia	Western Australia	Australian Wildlife Conservancy’s Mornington Wildlife Sanctuary	-17°31.000', 126°06.00000'	9	78	Eastwood et al 2019	 
8240	PARUS09	P-LIN31	Plasmodium	Passeriformes	Paridae	Parus	Parus major	 	 	 	Wild	Asia	Korea, South	 	 	 	 	 	Ishtiaq et al 2007	 
8241	PARUS09	P-LIN31	Plasmodium	Passeriformes	Paridae	Poecile	Poecile varius	 	 	 	Wild	Asia	Korea, South	 	 	 	 	 	Ishtiaq et al 2007	 
8242	PARUS1	 	Haemoproteus	Passeriformes	Fringillidae	Emberiza	Emberiza schoeniclus	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8243	PARUS1	 	Haemoproteus	Passeriformes	Muscicapidae	Ficedula	Ficedula hypoleuca	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8244	PARUS1	 	Haemoproteus	Passeriformes	Sylviidae	Hippolais	Hippolais icterina	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8245	PARUS1	 	Haemoproteus	Passeriformes	Panuridae	Panurus	Panurus biarmicus	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8246	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Periparus	Periparus ater	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Krizanauskiene et al 2006	 
8247	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Bensch et al 2000	 
8248	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Lithuania	 	 	 	 	 	Hellgren et al 2007b	 
8249	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Krizanauskiene et al 2006	 
8250	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Krizanauskiene et al 2006	 
8251	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8252	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Poecile	Poecile montanus	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Krizanauskiene et al 2006	 
8253	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus palustris	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Krizanauskiene et al 2006	 
8254	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus palustris	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8255	PARUS1	 	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus trochilus	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8256	PARUS1	 	Haemoproteus	Passeriformes	Turdidae	Saxicola	Saxicola rubetra	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8257	PARUS1	 	Haemoproteus	Passeriformes	Sittidae	Sitta	Sitta europaea	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8258	PARUS1	 	Haemoproteus	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8259	PARUS1	 	Haemoproteus	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Krizanauskiene et al 2006	 
8260	PARUS1	 	Haemoproteus	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8261	PARUS1	 	Haemoproteus	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Krizanauskiene et al 2006	 
8262	PARUS1	 	Haemoproteus	Passeriformes	Sylviidae	Sylvia	Sylvia communis	 	 	 	Wild	Asia	Russia	Kaliningradskaya Oblast'	 	 	 	 	Hellgren et al 2007b	 
8263	PARUS1	 	Haemoproteus	Passeriformes	Sylviidae	Sylvia	Sylvia curruca	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2007b	 
8264	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Stjernman et al 2008	 
8265	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Spain	 	 	 	 	 	Martínez et al 2009	 
8266	PARUS1	Pa-PARUS1	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Austria	 	Vienna	48°13.00000', 016°20.00000'	8	42	Szöllosi et al 2011	 
8267	PARUS1	Pa-PARUS1	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Belgium	 	Antwerp	51°09.00000', 004°24.00000'	2	75	Szöllosi et al 2011	 
8268	PARUS1	Pa-PARUS1	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Finland	 	Oulu	65°03.00000', 025°31.00000'	3	29	Szöllosi et al 2011	 
8269	PARUS1	Pa-PARUS1	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Sweden	 	Hemse	57°10.00000', 018°20.00000'	9	41	Szöllosi et al 2011	 
8270	PARUS1	Pa-PARUS1	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Sweden	 	Revinge	55°42.00000', 013°28.00000'	25	42	Szöllosi et al 2011	 
8271	PARUS1	Pa-PARUS1	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Poland	 	Krakow	50°06.00000', 020°25.00000'	18	63	Szöllosi et al 2011	 
8272	PARUS1	Pa-PARUS1	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	 	 	Wild	Europe	Spain	 	San Ildefonso	40°53.00000', -004°10.00000'	40	40	Szöllosi et al 2011	 
8273	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Bensch et al 2000	 
8274	PARUS1	PARUS1	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	 	 	Wild	Europe	Switzerland	Vaud	 	 	1	56	Glaizot et al 2012	 
8275	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	 	 	Wild	Europe	Switzerland	Vaud	Dorigny, Lausanne	46°31.00000', 006°34.00000'	4	293	van Rooyen et al 2013a	 
8276	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	 	 	Wild	Europe	Switzerland	Vaud	Monod	46°34.00000', 006°24.00000'	8	99	van Rooyen et al 2013a	 
8277	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	 	 	Wild	Europe	Switzerland	Vaud	Mont-la-Ville	46°40.00000', 006°20.00000'	4	24	van Rooyen et al 2013a	 
8278	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	 	 	Wild	Europe	Switzerland	Vaud	 	 	2	328	van Rooyen et al 2013b	 
8279	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	Resident	Adult	Wild	Europe	Sweden	Gotlands Lan	Southern Gotland	57°03.00000', 018°17.00000'	 	 	Podmokla et al 2014a	 
8280	PARUS1	H022	Haemoproteus	Passeriformes	Fringillidae	Carpodacus	Carpodacus erythrinus	 	Migratory	Adult	Wild	Asia	Armenia	 	Artavaz	40°36.60000', 044°34.80000'	1	8	Drovetski et al 2014	 
8281	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	Resident	Unknown	Wild	Asia	Armenia	 	Artavaz	40°36.60000', 044°34.80000'	1	14	Drovetski et al 2014	 
8282	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	Resident	Adult	Wild	Asia	Armenia	 	Artavaz	40°36.60000', 044°34.80000'	2	4	Drovetski et al 2014	 
8283	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	Resident	Unknown	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	1	1	Drovetski et al 2014	 
8284	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	Resident	Adult	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	1	2	Drovetski et al 2014	 
8285	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	Resident	Juvenile	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	8	10	Drovetski et al 2014	 
8286	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes teneriffae	 	Resident	Juvenile	Wild	Africa	Morocco	 	Ainn-Leuh	33°16.20000', -005°20.40000'	1	2	Drovetski et al 2014	 
8287	PARUS1	H022	Haemoproteus	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	 	Resident	Adult	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	1	4	Drovetski et al 2014	 
8288	PARUS1	H022	Haemoproteus	Passeriformes	Turdidae	Erithacus	Erithacus rubecula	 	Resident	Juvenile	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	13	28	Drovetski et al 2014	 
8289	PARUS1	H022	Haemoproteus	Passeriformes	Hirundinidae	Hirundo	Hirundo rustica	 	Migratory	Juvenile	Wild	Asia	Armenia	 	Tsovagyugh	40°37.80000', 044°56.40000'	1	1	Drovetski et al 2014	 
8290	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	Resident	Adult	Wild	Asia	Armenia	 	Artavaz	40°36.60000', 044°34.80000'	1	10	Drovetski et al 2014	 
8291	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	Resident	Adult	Wild	Asia	Armenia	 	Zikatar	41°07.80000', 044°55.20000'	1	1	Drovetski et al 2014	 
8292	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	Resident	Adult	Wild	Asia	Azerbaijan	 	Zuar Hot Springs	40°03.00000', 046°13.80000'	1	1	Drovetski et al 2014	 
8293	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	Resident	Unknown	Wild	Europe	Portugal	 	Margaraça	40°12.60000', -007°54.60000'	2	3	Drovetski et al 2014	 
8294	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	Resident	Adult	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	4	7	Drovetski et al 2014	 
8295	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	Resident	Juvenile	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	7	14	Drovetski et al 2014	 
8296	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	Resident	Adult	Wild	Asia	Russia	Krasnodarskiy Kray	Serebryannyi Klyuch	44°12.00000', 040°04.80000'	2	7	Drovetski et al 2014	 
8297	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Periparus	Periparus ater	 	Resident	Juvenile	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	2	3	Drovetski et al 2014	 
8298	PARUS1	H022	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus collybita	 	Migratory	Adult	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	2	4	Drovetski et al 2014	 
8299	PARUS1	H022	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus collybita	 	Migratory	Juvenile	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	1	2	Drovetski et al 2014	 
8300	PARUS1	H022	Haemoproteus	Passeriformes	Fringillidae	Pyrrhula	Pyrrhula pyrrhula	 	Resident	Juvenile	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	1	1	Drovetski et al 2014	 
8301	PARUS1	H022	Haemoproteus	Passeriformes	Sittidae	Sitta	Sitta europaea	 	Resident	Juvenile	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	2	4	Drovetski et al 2014	 
8302	PARUS1	H022	Haemoproteus	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	Migratory	Adult	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	1	6	Drovetski et al 2014	 
8303	PARUS1	H022	Haemoproteus	Passeriformes	Sylviidae	Sylvia	Sylvia atricapilla	 	Migratory	Juvenile	Wild	Asia	Russia	Krasnodarskiy Kray	Perevalka	44°03.60000', 040°43.80000'	1	2	Drovetski et al 2014	 
8304	PARUS1	H022	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Juvenile	Wild	Asia	Armenia	 	Artavaz	40°36.60000', 044°34.80000'	1	2	Drovetski et al 2014	 
8305	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	Resident	Adult	Wild	Europe	Sweden	Gotlands Lan	Southern Gotland	57°03.00000', 018°17.00000'	117	762	Podmokla et al 2014b	 
8306	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes teneriffae	 	Resident	Juvenile	Wild	Africa	Morocco	 	 	 	1	21	Mata et al 2015	 
8307	PARUS1	H022	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	Resident	Unknown	Wild	Europe	Portugal	 	 	 	2	52	Mata et al 2015	 
8308	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	Resident	Adult	Wild	Europe	Sweden	 	Kvismaren	59°10.00000', 015°25.00000'	1	2	Nilsson et al 2016	 
8309	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus	 	Resident	Juvenile	Wild	Europe	Sweden	 	Kvismaren	59°10.00000', 015°25.00000'	23	33	Nilsson et al 2016	 
8310	PARUS1	 	Haemoproteus	Passeriformes	Fringillidae	Emberiza	Emberiza schoeniclus	 	Migratory	Juvenile	Wild	Europe	Sweden	 	Kvismaren	59°10.00000', 015°25.00000'	2	61	Nilsson et al 2016	 
8311	PARUS1	 	Haemoproteus	Passeriformes	Muscicapidae	Ficedula	Ficedula hypoleuca	 	Migratory	Juvenile	Wild	Europe	Sweden	 	Kvismaren	59°10.00000', 015°25.00000'	1	9	Nilsson et al 2016	 
8312	PARUS1	 	Haemoproteus	Passeriformes	Sylviidae	Hippolais	Hippolais icterina	 	Migratory	Juvenile	Wild	Europe	Sweden	 	Kvismaren	59°10.00000', 015°25.00000'	1	3	Nilsson et al 2016	 
8313	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	Resident	Adult	Wild	Europe	Sweden	 	Kvismaren	59°10.00000', 015°25.00000'	3	4	Nilsson et al 2016	 
8314	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus major	 	Resident	Juvenile	Wild	Europe	Sweden	 	Kvismaren	59°10.00000', 015°25.00000'	16	23	Nilsson et al 2016	 
8315	PARUS1	 	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus trochilus	 	Migratory	Juvenile	Wild	Europe	Sweden	 	Kvismaren	59°10.00000', 015°25.00000'	2	75	Nilsson et al 2016	 
8316	PARUS1	 	Haemoproteus	Passeriformes	Paridae	Parus	Parus palustris	 	Resident	Juvenile	Wild	Europe	Sweden	 	Kvismaren	59°10.00000', 015°25.00000'	3	11	Nilsson et al 2016	 
